"","year","treatment","school_code","grade","students_enrolled","students_tested","mean_scale_score","std_score","frl_pt","mll_pt","b_pt","h_pt","a_pt","w_pt"
"59",2018,1,24071668,7,44,44,2470.5,-0.84,0.954545454545455,NA,NA,0.863636363636364,NA,NA
"60",2018,0,24072056,6,91,91,2542.2,0.65,0.956043956043956,NA,NA,1,NA,NA
"61",2018,1,24072088,6,75,75,2428.6,-1.47,0.973333333333333,0.293333333333333,NA,0.853333333333333,NA,NA
"62",2018,0,24072648,6,151,151,2479.2,-0.52,0.973509933774834,0.165562913907285,NA,1,NA,NA
"63",2018,1,24072848,6,71,71,2453.4,-1,1,NA,NA,0.929577464788732,NA,NA
"64",2018,0,24073380,6,32,30,2487.6,-0.37,1,NA,NA,0.65625,NA,NA
"65",2018,1,24073408,6,88,88,2456.4,-0.95,0.977272727272727,0.409090909090909,NA,0.897727272727273,NA,NA
"66",2018,0,24073512,6,63,63,2439.6,-1.26,1,NA,0.222222222222222,0.746031746031746,NA,NA
"67",2018,1,24075296,6,61,60,2453.1,-1.01,0.983606557377049,0.262295081967213,NA,0.868852459016393,NA,NA
"68",2018,0,24075524,6,49,49,2472.4,-0.65,0.938775510204082,NA,NA,0.938775510204082,NA,NA
"69",2018,1,24075724,6,52,52,2538.4,0.58,0.846153846153846,NA,NA,0.980769230769231,NA,NA
"70",2018,0,24076316,6,67,67,2522.4,0.28,0.985074626865672,0.164179104477612,NA,0.970149253731343,NA,NA
"71",2018,1,24076548,6,137,133,2449.2,-1.08,0.956204379562044,0.145985401459854,0.138686131386861,0.854014598540146,NA,NA
"72",2018,0,24077076,6,111,109,2490.4,-0.32,0.972972972972973,0.216216216216216,0.0990990990990991,0.900900900900901,NA,NA
"73",2018,1,24077172,6,120,120,2449.7,-1.07,0.975,0.166666666666667,0.191666666666667,0.775,NA,NA
"74",2018,0,24077900,8,109,109,2518.4,-0.2,0.880733944954128,NA,0.100917431192661,0.825688073394495,NA,NA
"75",2018,1,24078660,6,36,36,2518.2,0.2,0.861111111111111,NA,NA,0.777777777777778,NA,NA
"76",2018,0,24078996,6,28,28,2516.3,0.16,1,NA,NA,0.964285714285714,NA,NA
"77",2018,1,24231420,7,279,272,2507.8,-0.19,0.974910394265233,0.204301075268817,NA,0.956989247311828,NA,NA
"78",2018,0,24231420,8,282,268,2516.6,-0.23,0.964539007092199,0.205673758865248,NA,0.964539007092199,NA,NA
"79",2018,1,24231484,8,283,272,2493.1,-0.58,0.872791519434629,0.0742049469964664,0.144876325088339,0.710247349823322,NA,0.0671378091872792
"80",2018,0,24231588,7,349,347,2537.1,0.31,0.873925501432665,0.0859598853868195,NA,0.905444126074499,NA,0.0372492836676218
"81",2018,1,24231848,8,410,391,2444.1,-1.31,0.970731707317073,0.234146341463415,0.175609756097561,0.809756097560976,NA,NA
"82",2018,0,24231952,8,199,199,2530.4,-0.02,0.537688442211055,0.0552763819095477,0.236180904522613,0.402010050251256,0.0603015075376884,0.261306532663317
"83",2018,1,24231984,8,456,448,2541.2,0.14,0.800438596491228,0.0789473684210526,0.138157894736842,0.692982456140351,0.0285087719298246,0.0635964912280702
"84",2018,0,24232112,8,156,147,2414.5,-1.76,0.967948717948718,0.269230769230769,0.32051282051282,0.653846153846154,NA,NA
"85",2018,1,24232144,6,430,423,2491.1,-0.3,0.958139534883721,0.0883720930232558,NA,0.986046511627907,NA,NA
"86",2018,0,24232176,6,122,118,2401.9,-1.96,0.975409836065574,0.213114754098361,0.286885245901639,0.69672131147541,NA,NA
"87",2018,1,24232176,7,224,217,2407,-1.93,0.9375,0.21875,0.241071428571429,0.732142857142857,NA,NA
"88",2018,0,24232204,6,151,150,2506.2,-0.02,0.947019867549669,NA,NA,0.960264900662252,NA,NA
"89",2018,1,24232204,7,428,419,2494.1,-0.43,0.964953271028037,0.114485981308411,NA,0.974299065420561,NA,NA
"90",2018,0,24232204,8,430,424,2524.3,-0.11,0.962790697674419,0.130232558139535,NA,0.972093023255814,NA,NA
"91",2018,1,24232276,6,431,427,2522.4,0.28,0.767981438515081,0.0464037122969838,0.0464037122969838,0.68677494199536,0.0556844547563805,0.129930394431554
"92",2018,0,24232308,8,294,290,2556.8,0.37,0.874149659863946,0.122448979591837,0.0374149659863946,0.812925170068027,0.0442176870748299,NA
"93",2018,1,24232340,8,663,659,2559,0.41,0.7526395173454,0.028657616892911,0.0226244343891403,0.564102564102564,0.113122171945701,0.212669683257918
"94",2018,0,24232372,7,481,479,2542.5,0.41,0.604989604989605,0.0893970893970894,0.0311850311850312,0.503118503118503,0.20997920997921,0.174636174636175
"95",2018,1,24232372,8,471,467,2569.5,0.56,0.598726114649682,0.0721868365180467,0.0679405520169851,0.509554140127389,0.191082802547771,0.167728237791932
"96",2018,0,24232404,7,215,212,2459.7,-1.02,0.962790697674419,0.246511627906977,NA,0.934883720930233,NA,NA
"97",2018,1,24232404,8,223,219,2503,-0.43,0.968609865470852,0.183856502242152,NA,0.928251121076233,NA,NA
"98",2018,0,24232672,8,254,249,2536.5,0.07,0.767716535433071,0.0669291338582677,NA,0.55511811023622,NA,0.354330708661417
"99",2018,1,24232768,7,275,272,2486.6,-0.56,0.923636363636364,0.138181818181818,NA,0.716363636363636,0.232727272727273,NA
"100",2018,0,24232904,6,475,466,2555.6,0.9,0.616842105263158,0.0315789473684211,0.246315789473684,0.463157894736842,0.0947368421052632,0.141052631578947
"101",2018,1,24232968,7,501,499,2544.8,0.45,0.726546906187625,0.031936127744511,NA,0.766467065868264,0.0758483033932136,0.0718562874251497
"102",2018,0,24233068,8,694,656,2602.3,1.06,0.273775216138329,NA,0.113832853025937,0.23342939481268,0.0734870317002882,0.540345821325648
"103",2018,1,24233100,6,539,537,2564.5,1.06,0.487940630797774,NA,0.0333951762523191,0.552875695732839,0.0556586270871985,0.274582560296846
"104",2018,0,24233100,7,510,503,2578.3,1.02,0.496078431372549,NA,0.0274509803921569,0.484313725490196,0.0941176470588235,0.303921568627451
"105",2018,1,24233132,6,206,206,2468.1,-0.73,0.932038834951456,0.160194174757282,NA,0.956310679611651,NA,NA
"106",2018,0,24233132,8,251,250,2492.7,-0.59,0.952191235059761,0.183266932270916,NA,0.952191235059761,NA,NA
"107",2018,1,24233164,7,445,432,2436.4,-1.43,0.934831460674157,0.226966292134831,0.0292134831460674,0.865168539325843,0.0337078651685393,NA
"108",2018,0,24233164,8,489,472,2448.8,-1.24,0.926380368098159,0.20040899795501,0.0388548057259714,0.860940695296524,0.0286298568507157,0.0286298568507157
"109",2018,1,24233268,6,334,331,2463.4,-0.82,0.955089820359281,0.140718562874251,NA,0.988023952095808,NA,NA
"110",2018,0,24233300,6,255,249,2439.5,-1.26,0.964705882352941,0.266666666666667,NA,0.843137254901961,0.0627450980392157,NA
"111",2018,1,24233300,7,254,247,2449.8,-1.19,0.94488188976378,0.216535433070866,0.047244094488189,0.811023622047244,0.0669291338582677,0.047244094488189
"112",2018,0,24233464,7,571,564,2508.8,-0.18,0.770577933450088,0.0647985989492119,0.138353765323993,0.595446584938704,0.0525394045534151,0.0332749562171629
"113",2018,1,24233464,8,531,531,2501.4,-0.46,0.760828625235405,0.0451977401129944,0.105461393596987,0.621468926553672,0.0395480225988701,0.0244821092278719
"114",2018,0,24233496,7,424,421,2490.4,-0.49,0.943396226415094,0.10377358490566,NA,0.952830188679245,NA,NA
"115",2018,1,24233528,6,202,199,2478.1,-0.55,0.767326732673267,NA,0.633663366336634,0.316831683168317,NA,NA
"116",2018,0,24233528,7,210,207,2482,-0.64,0.633333333333333,NA,0.595238095238095,0.295238095238095,NA,NA
"117",2018,1,24242116,6,19,19,2454,-0.99,0.947368421052632,NA,NA,0.789473684210526,NA,NA
"118",2018,0,24245576,6,147,143,2371.9,-2.52,0.897959183673469,0.136054421768707,0.612244897959184,0.340136054421769,NA,NA
"119",2018,1,24245608,6,234,233,2438.6,-1.28,0.97008547008547,0.188034188034188,NA,0.927350427350427,NA,NA
"120",2018,0,24245608,8,285,284,2465.4,-1,0.978947368421053,0.168421052631579,NA,0.936842105263158,NA,NA
"121",2018,1,24245640,6,605,596,2532.6,0.47,0.793388429752066,0.0677685950413223,0.105785123966942,0.576859504132231,0.191735537190083,0.0644628099173554
"122",2018,0,24245804,8,350,342,2457.4,-1.12,0.877142857142857,0.142857142857143,0.202857142857143,0.768571428571429,NA,NA
"123",2018,1,24245876,8,565,561,2463.6,-1.02,0.975221238938053,0.104424778761062,NA,0.985840707964602,NA,NA
"124",2018,0,24245908,7,678,675,2576.9,1,0.343657817109145,0.0176991150442478,0.0530973451327434,0.266961651917404,0.100294985250738,0.498525073746313
"125",2018,1,24245908,8,675,673,2583.9,0.78,0.312592592592593,NA,0.0637037037037037,0.231111111111111,0.0962962962962963,0.521481481481481
"126",2018,0,24246004,6,164,161,2442.7,-1.2,0.926829268292683,0.158536585365854,NA,0.817073170731707,NA,0.0975609756097561
"127",2018,1,24246004,8,358,355,2487.9,-0.66,0.930167597765363,0.103351955307263,0.0474860335195531,0.768156424581006,0.0446927374301676,0.0837988826815642
"128",2018,0,24246140,7,221,220,2433.1,-1.48,0.950226244343891,0.239819004524887,0.16289592760181,0.796380090497738,NA,NA
"129",2018,1,24246200,6,409,405,2445.2,-1.16,0.907090464547677,0.136919315403423,NA,0.941320293398533,NA,NA
"130",2018,0,24246200,8,351,348,2465.3,-1,0.92022792022792,0.13960113960114,NA,0.943019943019943,NA,NA
"131",2018,1,24246272,6,222,217,2465.7,-0.78,0.833333333333333,0.148648648648649,0.0900900900900901,0.720720720720721,NA,0.103603603603604
"132",2018,0,24246272,8,272,269,2509.6,-0.33,0.764705882352941,0.0882352941176471,0.0698529411764706,0.691176470588235,NA,0.165441176470588
"133",2018,1,24250796,7,551,544,2564.7,0.79,0.528130671506352,0.0562613430127042,0.0671506352087114,0.455535390199637,0.088929219600726,0.330308529945553
"134",2018,0,24250796,8,476,473,2567.8,0.54,0.53781512605042,0.046218487394958,0.0630252100840336,0.464285714285714,0.105042016806723,0.300420168067227
"135",2018,1,24265112,6,101,100,2446.8,-1.13,0.98019801980198,0.287128712871287,0.178217821782178,0.811881188118812,NA,NA
"136",2018,0,24265176,6,166,164,2470.5,-0.69,0.873493975903614,NA,0.518072289156627,0.439759036144578,NA,NA
"137",2018,1,24265176,8,171,170,2511.1,-0.31,0.859649122807018,NA,0.467836257309941,0.497076023391813,NA,NA
"138",2018,0,24273724,6,220,214,2500,-0.14,0.881818181818182,0.0863636363636364,NA,0.913636363636364,0.0636363636363636,NA
"139",2018,1,24273724,8,470,454,2515.9,-0.24,0.885106382978723,0.0872340425531915,NA,0.923404255319149,0.048936170212766,NA
"140",2018,0,24276628,6,38,14,2508.8,0.03,NA,NA,NA,NA,NA,NA
"141",2018,1,24285772,6,48,48,2484.3,-0.43,0.916666666666667,NA,NA,0.979166666666667,NA,NA
"142",2018,0,24429612,6,69,69,2488.8,-0.35,0.956521739130435,NA,NA,0.985507246376812,NA,NA
"143",2018,1,24429644,6,74,74,2498.7,-0.16,0.905405405405405,0.189189189189189,NA,0.918918918918919,NA,NA
"144",2018,0,24478124,6,84,80,2504.7,-0.05,NA,NA,NA,0.309523809523809,NA,0.595238095238095
"145",2018,1,24478124,7,65,63,2552.3,0.57,NA,NA,NA,0.276923076923077,NA,0.569230769230769
"146",2018,0,24479612,6,62,62,2537.9,0.57,0.887096774193548,0.290322580645161,NA,1,NA,NA
"147",2018,1,24479612,7,62,62,2479.8,-0.68,0.951612903225806,0.209677419354839,NA,0.983870967741935,NA,NA
"148",2018,0,24484324,7,127,126,2443.1,-1.31,0.818897637795276,NA,0.94488188976378,NA,NA,NA
"149",2018,1,24484324,8,142,142,2488.4,-0.65,0.76056338028169,NA,0.957746478873239,NA,NA,NA
"150",2018,0,403104,6,87,87,2457.8,-0.92,0.954022988505747,0.218390804597701,NA,0.954022988505747,NA,NA
"151",2018,1,403104,8,101,101,2437.8,-1.41,0.96039603960396,0.148514851485149,NA,0.940594059405941,NA,NA
"152",2018,0,403468,6,126,126,2571.1,1.18,0.984126984126984,0.19047619047619,NA,0.976190476190476,NA,NA
"153",2018,1,403468,8,118,118,2664.6,1.99,0.940677966101695,NA,NA,0.991525423728814,NA,NA
"154",2018,0,405776,7,78,76,2471,-0.83,0.487179487179487,NA,0.730769230769231,0.217948717948718,NA,NA
"155",2018,1,406732,8,56,56,2585.6,0.81,0.607142857142857,NA,NA,0.482142857142857,NA,0.303571428571428
"156",2018,0,409768,7,116,116,2486.3,-0.56,0.896551724137931,0.163793103448276,NA,0.939655172413793,NA,NA
"157",2018,1,425404,8,60,58,2534,0.03,0.666666666666667,NA,NA,0.55,NA,0.266666666666667
"158",2018,0,427456,7,150,150,2510,-0.16,0.966666666666667,0.113333333333333,NA,0.98,NA,NA
"159",2018,1,435544,6,49,49,2560,0.98,0.795918367346939,NA,NA,0.918367346938776,NA,NA
"160",2018,0,435544,8,52,51,2598,0.99,0.769230769230769,NA,NA,0.865384615384615,NA,NA
"161",2018,1,435640,7,32,31,2591.2,1.25,0.59375,NA,NA,0.75,NA,NA
"162",2018,0,435712,6,135,132,2570.7,1.18,0.437037037037037,NA,NA,0.266666666666667,0.2,0.37037037037037
"163",2018,1,435712,7,110,108,2583.1,1.11,0.418181818181818,NA,NA,0.263636363636364,0.181818181818182,0.327272727272727
"164",2018,0,441216,6,45,45,2496.5,-0.2,0.977777777777778,0.333333333333333,NA,0.977777777777778,NA,NA
"165",2018,1,441216,7,30,29,2481.6,-0.65,1,0.366666666666667,NA,1,NA,NA
"166",2018,0,444844,8,43,42,2561.6,0.45,1,NA,0.279069767441861,0.720930232558139,NA,NA
"167",2018,1,448240,8,73,73,2622.6,1.36,0.178082191780822,NA,NA,0.164383561643836,NA,0.698630136986301
"168",2018,0,456796,6,298,291,2443.6,-1.19,0.969798657718121,0.275167785234899,NA,0.959731543624161,NA,NA
"169",2018,1,460452,6,52,51,2521.5,0.26,0.442307692307692,NA,NA,0.211538461538462,NA,0.596153846153846
"170",2018,0,461148,6,56,56,2515.8,0.16,1,0.339285714285714,NA,1,NA,NA
"171",2018,1,461148,8,83,83,2562.4,0.46,0.951807228915663,0.265060240963855,NA,0.963855421686747,NA,NA
"172",2018,0,470488,8,25,25,2451.7,-1.2,0.76,NA,NA,0.8,NA,NA
"173",2018,1,470520,7,50,48,2528,0.16,0.7,0.26,NA,0.82,NA,NA
"174",2018,0,470520,8,54,54,2555.4,0.35,0.907407407407407,NA,NA,0.814814814814815,NA,NA
"175",2018,1,470592,6,43,41,2483.8,-0.44,0.930232558139535,0.255813953488372,NA,0.86046511627907,NA,NA
"176",2018,0,470592,7,53,52,2543.9,0.43,0.830188679245283,NA,NA,0.811320754716981,NA,NA
"177",2018,1,478772,6,73,72,2511.9,0.08,0.904109589041096,NA,NA,0.849315068493151,NA,NA
"178",2018,0,478804,7,133,130,2472.6,-0.8,0.992481203007519,0.210526315789474,NA,0.947368421052632,NA,NA
"179",2018,1,479896,6,29,29,2417.7,-1.67,0.793103448275862,NA,NA,0.896551724137931,NA,NA
"180",2018,0,480120,8,146,146,2552.8,0.31,0.993150684931507,0.246575342465753,NA,0.972602739726027,NA,NA
"181",2018,1,480192,8,108,107,2515.4,-0.25,0.888888888888889,0.166666666666667,NA,0.962962962962963,NA,NA
"182",2018,0,480284,8,68,66,2441.7,-1.35,0.926470588235294,NA,0.588235294117647,0.411764705882353,NA,NA
"183",2018,1,482108,8,145,144,2460.1,-1.08,0.924137931034483,0.275862068965517,0.096551724137931,0.889655172413793,NA,NA
"184",2018,0,486828,6,123,123,2552.7,0.84,0.934959349593496,0.138211382113821,NA,0.959349593495935,NA,NA
"185",2018,1,487392,6,116,115,2458.1,-0.92,0.956896551724138,0.310344827586207,0.103448275862069,0.896551724137931,NA,NA
"186",2018,0,487392,7,107,107,2487.5,-0.54,0.97196261682243,0.271028037383177,NA,0.897196261682243,NA,NA
"187",2018,1,488600,6,132,132,2516.5,0.17,0.977272727272727,NA,0.106060606060606,0.893939393939394,NA,NA
"188",2018,0,488968,7,100,99,2421.1,-1.69,0.96,0.18,0.3,0.68,NA,NA
"189",2018,1,489560,8,171,166,2508.1,-0.36,0.947368421052632,0.0935672514619883,NA,0.988304093567251,NA,NA
"190",2018,0,489664,6,120,113,2380,-2.37,0.933333333333333,0.216666666666667,0.291666666666667,0.7,NA,NA
"191",2018,1,489924,6,189,188,2480.7,-0.5,0.968253968253968,0.222222222222222,NA,0.978835978835979,NA,NA
"192",2018,0,489996,6,135,133,2513.4,0.11,0.896296296296296,0.133333333333333,0.259259259259259,0.696296296296296,NA,NA
"193",2018,1,490256,8,92,92,2478.3,-0.8,0.923913043478261,0.33695652173913,NA,0.923913043478261,NA,NA
"194",2018,0,490620,7,33,33,2582.9,1.1,0.878787878787879,NA,NA,0.696969696969697,NA,NA
"195",2018,1,490620,8,27,27,2584,0.78,0.888888888888889,NA,NA,0.925925925925926,NA,NA
"196",2018,0,490884,8,95,94,2541.2,0.14,0.978947368421053,NA,NA,1,NA,NA
"197",2018,1,490956,8,134,132,2486.6,-0.68,0.955223880597015,0.111940298507463,NA,0.955223880597015,NA,NA
"198",2018,0,496888,7,128,126,2566.7,0.82,0.84375,0.1640625,NA,0.53125,0.3125,NA
"199",2018,1,497784,6,139,137,2446.6,-1.13,0.971223021582734,0.23021582733813,NA,0.949640287769784,NA,NA
"200",2018,0,497812,7,140,139,2465.1,-0.93,0.964285714285714,0.207142857142857,NA,0.935714285714286,NA,NA
"201",2018,1,498116,6,93,91,2479.6,-0.52,0.849462365591398,NA,NA,0.806451612903226,NA,NA
"202",2018,0,498116,8,59,59,2468.9,-0.94,0.813559322033898,NA,NA,0.898305084745763,NA,NA
"203",2018,1,499136,6,54,54,2492.2,-0.28,0.981481481481482,0.296296296296296,NA,0.888888888888889,NA,NA
"204",2018,0,499304,8,82,81,2528.8,-0.05,0.963414634146341,0.158536585365854,NA,0.914634146341463,NA,NA
"205",2018,1,502436,8,54,54,2584.3,0.79,0.962962962962963,NA,0.296296296296296,0.703703703703704,NA,NA
"206",2018,0,502500,6,99,98,2466.7,-0.76,0.94949494949495,0.121212121212121,0.373737373737374,0.545454545454545,NA,NA
"207",2018,1,502500,7,96,96,2523.8,0.08,0.927083333333333,NA,0.541666666666667,0.416666666666667,NA,NA
"208",2018,0,502564,6,124,124,2555.8,0.9,0.887096774193548,0.137096774193548,NA,0.959677419354839,NA,NA
"209",2018,1,502564,8,120,119,2607.3,1.13,0.825,0.0916666666666667,NA,0.991666666666667,NA,NA
"210",2018,0,503884,8,136,136,2481.7,-0.75,0.933823529411765,0.0808823529411765,NA,0.985294117647059,NA,NA
"211",2018,1,504676,7,92,92,2537.2,0.31,0.978260869565217,NA,NA,0.978260869565217,NA,NA
"212",2018,0,504676,8,80,80,2567.3,0.53,0.975,NA,NA,0.975,NA,NA
"213",2018,1,504708,7,75,72,2538.1,0.33,0.506666666666667,NA,NA,0.44,0.16,0.266666666666667
"214",2018,0,504772,6,39,37,2554.3,0.87,0.307692307692308,NA,NA,0.282051282051282,NA,0.461538461538462
"215",2018,1,505564,6,77,76,2484.5,-0.43,0.961038961038961,0.155844155844156,NA,1,NA,NA
"216",2018,0,505832,8,192,184,2468.7,-0.95,0.942708333333333,0.0677083333333333,NA,0.979166666666667,NA,NA
"217",2018,1,505864,8,205,202,2520.4,-0.17,0.951219512195122,0.0634146341463415,NA,0.985365853658537,NA,NA
"218",2018,0,507188,8,179,178,2528.7,-0.05,0.932960893854749,0.11731843575419,NA,0.977653631284916,NA,NA
"219",2018,1,528336,6,172,171,2505.2,-0.04,0.901162790697674,0.197674418604651,NA,0.802325581395349,NA,0.116279069767442
"220",2018,0,528336,7,173,173,2555.6,0.63,0.92485549132948,0.144508670520231,NA,0.803468208092486,NA,0.0982658959537572
"221",2018,1,533088,7,120,117,2511,-0.14,0.883333333333333,0.133333333333333,NA,1,NA,NA
"222",2018,0,533088,8,117,113,2508.5,-0.35,0.846153846153846,0.102564102564103,NA,0.948717948717949,NA,NA
"223",2018,1,533120,6,121,121,2446.6,-1.13,0.661157024793388,0.173553719008264,NA,1,NA,NA
"224",2018,0,533120,8,117,116,2492.6,-0.59,0.726495726495726,0.153846153846154,NA,0.982905982905983,NA,NA
"225",2018,1,533192,6,73,72,2487.8,-0.37,0.876712328767123,0.164383561643836,NA,0.931506849315068,NA,NA
"226",2018,0,533192,7,102,101,2502.1,-0.29,0.901960784313726,NA,NA,0.92156862745098,NA,NA
"227",2018,1,533192,8,117,117,2527.1,-0.07,0.863247863247863,0.102564102564103,NA,0.905982905982906,NA,NA
